id_curso;nombre;tipo;creditos;id_ciclo;t_aprobacion
2010603;GESTIÓN DE LOS PROCESOS DE NEGOCIOS;O;3;18;0.8823529411764706
2010604;COMPUTACIÓN VISUAL;O;3;18;0.9215686274509803
2010605;INTELIGENCIA ARTIFICIAL;O;3;18;0.8541666666666666
2010606;REDES Y TRANSMISIÓN DE DATOS;O;3;18;0.7755102040816326
2010607;INVESTIGACIÓN OPERATIVA I;O;3;18;0.5963302752293578
2010701;INTERFACE HOMBRE COMPUTADOR;O;3;19;0.9253731343283582
2010702;PATRONES DE CONSTRUCCIÓN DE SISTEMAS;O;2;19;0.9354838709677419
2010703;FINANZAS PARA LA GESTIÓN;O;2;19;0.888268156424581
2010704;BASE DE DATOS III;O;3;19;0.943089430894309
2010705;INFRAESTRUCTURA Y SEGURIDAD EN REDES;O;3;19;0.9295774647887324
2010706;PROGRAMACIÓN PARALELA;O;3;19;0.7191011235955056
2010707;INVESTIGACIÓN OPERATIVA II;O;3;19;0.6033057851239669
2010801;COMPUTACIÓN FÍSICA;O;3;20;0.9748427672955975
2010802;PROYECTO DE TESIS;O;3;20;0.7515151515151515
2010803;GESTION DE SEGURIDAD Y RIESGO DE TECNOLOGIA DE INFORMACIÓN;O;3;20;0.9870967741935484
2010804;GERENCIA DE PROYECTOS DE INFORMACIÓN;O;3;20;0.9788732394366197
2010805;ADQUISICIÓN, ADMINISTRACIÓN Y ESTRATÉGIA DE SISTEMAS DE INFORMACIÓN;O;3;20;0.8972602739726028
2010806;"TALLER DE CONSTRUCCIÓN DE
SISTEMAS";O;3;20;0.9609375
2010807;MARKETING;O;2;20;0.9779411764705882
2010901;DESARROLLO DE TESIS I;O;3;21;0.9166666666666666
2010902;SISTEMAS DISTRIBUIDOS;O;3;21;0.8035714285714286
2010903;DERECHO INFORMÁTICO;O;2;21;0.9586776859504132
2010904;AUDITORIA Y CONTROL DE TECNOLOGÍA DE INFORMATICA;O;3;21;0.9791666666666666
2010905;CALIDAD Y PRUEBA DE SOFTWARE;O;3;21;0.9473684210526315
2010906;ARQUITECTURA EMPRESARIAL;O;3;21;0.9919354838709677
2011001;DESARROLLO DE TESIS II;O;3;22;0.7846153846153846
2011002;INTEGRACIÓN DE SISTEMAS;O;3;22;0.88
2011003;SISTEMAS EMPRESARIALES;O;3;22;0.99
2011004;DESARROLLO DE APLICACIONES DISTRIBUIDAS;O;2;22;1.0
2011005;GERENCIA INFORMÁTICA;O;3;22;0.9669421487603306
2011006;TENDENCIAS EN SISTEMAS DE INFORMACIÓN;O;2;22;0.9504950495049505
2011101;REDES NEURONALES;E;3;12;0.7777777777777778
2011102;APLICACIÓN DE ARQUITECTURA EMPRESARIAL;E;3;12;0.9565217391304348
2011103;INGENIERÍA DE CONTROL;E;3;12;0.8461538461538461
2011104;INGENIERÍA WEB;E;3;12;0.868421052631579
2011105;GESTIÓN DEL CONOCIMIENTO;E;3;12;0.92
2011106;NEGOCIOS ELECTRÓNICOS;E;3;12;0.8611111111111112
2011107;SISTEMAS DE INFORMACIÓN GEOGRÁFICOS;E;3;12;0.7408406162211733
2011108;INTELIGENCIA DE NEGOCIOS;E;3;12;1.0
2011109;ROBÓTICA;E;3;12;0.7408406162211733
2011110;SISTEMAS INTELIGENTES;E;3;12;0.7307692307692307
2011112;DANZAS I;A;1;12;1.0
2011113;TEATRO I;A;1;12;0.9629629629629629
2011114;MÚSICA I;A;1;12;0.7408406162211733
2011115;ORATORIA I;A;1;12;0.7714285714285715
2011116;DEPORTE Y RECREACIÓN I;A;1;12;0.9166666666666666
2011117;DANZAS II;A;1;12;0.7408406162211733
2011118;TEATRO II;A;1;12;0.7408406162211733
2011119;MÚSICA II;A;1;12;0.7408406162211733
2011120;ORATORIA II;A;1;12;0.9230769230769231
2011121;DEPORTE Y RECREACIÓN II;A;1;12;1.0
INE001;PROCESO CULTURAL ANDINO;E;2;23;0.7408406162211733
INE002;PROGRAMACIÓN Y COMPUTACIÓN;E;2;23;0.7408406162211733
INE003;DIBUJO TÉCNICO;E;2;23;0.7408406162211733
INE004;INGLÉS PARA ESCRITURA ACADÉMICA;E;2;23;0.7408406162211733
INE005;MATLAB;E;2;23;0.7408406162211733
INE006;CÁLCULOS BÁSICOS EN QUÍMICA;E;2;23;0.7408406162211733
INE007;SEGURIDAD E HIGIENE EN LABORATORIO;E;2;23;0.7408406162211733
INE008;FUNDAMENTOS DE RIESGOS DE DESASTRES Y CAMBIO CLIMÁTICO;E;2;23;0.7408406162211733
INE009;GEOGRAFIA ECONÓMICA DEL PERÚ;E;2;23;0.7408406162211733
INE010;CIUDADANÍA Y DERECHOS FUNDAMENTALES;E;2;23;0.7408406162211733
INE011;TALLER DE ELECTRICIDAD Y ELECTRONICA;E;2;23;0.7408406162211733
INE012;ECONOMIA GENERAL;E;2;23;0.7408406162211733
INE013;EMPRENDIMIENTO E INNOVACIÓN;E;2;23;0.7408406162211733
INE014;TALLER DE MÚSICA;E;2;23;0.7408406162211733
INE015;TALLER DE DANZA;E;2;23;0.7408406162211733
INE016;APRECIACIÓN DE CINE;E;2;23;0.7408406162211733
INE017;QUECHUA;E;2;23;0.7408406162211733
INO101;REDACCIÓN Y TÉCNICAS DE COMUNICACIÓN EFECTIVA I;O;3;23;0.7408406162211733
INO102;MÉTODOS DE ESTUDIO UNIVERSITARIO;O;2;23;0.7408406162211733
INO103;DESARROLLO PERSONAL Y LIDERAZGO;O;2;23;0.7408406162211733
INO104;CÁLCULO I;O;4;23;0.7408406162211733
INO105;BIOLOGÍA PARA CIENCIAS E INGENIERÍA;O;4;23;0.7408406162211733
INO106;ÁLGEBRA Y GEOMETRÍA ANALÍTICA;O;4;23;0.7408406162211733
INO107;MEDIO AMBIENTE Y DESARROLLO SOSTENIBLE;O;3;23;0.7408406162211733
INO201;REDACCIÓN Y TÉCNICAS DE COMUNICACIÓN EFECTIVA II;O;3;24;0.7408406162211733
INO202;INVESTIGACIÓN FORMATIVA;O;3;24;0.7408406162211733
INO203;REALIDAD NACIONAL Y MUNDIAL;O;2;24;0.7408406162211733
INO204;CÁLCULO II;O;4;24;0.7408406162211733
INO205;FÍSICA I;O;4;24;0.7408406162211733
INO206;QUÍMICA GENERAL;O;4;24;0.7408406162211733
INO207;INTRODUCCIÓN A LAS CIENCIAS E INGENIERÍA;O;2;24;0.7408406162211733
20118031;PROGRAMACIÓN Y FUNDAMENTOS DE ALGORITMICA;O;4;25;0.5203619909502263
20118032;TEORÍA GENERAL DE SISTEMAS;O;3;25;0.7877094972067039
20118033;ORGANIZACIÓN Y ADMINISTRACIÓN;O;3;25;0.8448275862068966
20118034;INGENIERÍA ECONOMICA;O;3;25;0.7526315789473684
20118035;ESTADISTICA;O;3;25;0.8070175438596491
20118036;SERIES Y ECUACIONES DIFERENCIALES;O;3;25;0.5743589743589743
20118037;MATEMÁTICAS DISCRETAS;O;3;25;0.8742138364779874
20118041;ALGORÍTMICA Y PROGRAMACIÓN ORIENTADA A OBJETOS;O;4;26;0.7654320987654321
20118042;MARKETING;O;2;26;0.976
20118043;CONTABILIDAD GENERAL;O;3;26;0.9482758620689655
20118044;PROCESOS DE NEGOCIOS;O;3;26;0.8235294117647058
20118045;METODOS NUMERICOS;O;3;26;0.9154929577464789
20118046;PROBABILIDADES Y MUESTERO;O;3;26;0.84
20118047;FISICA ELECTRONICA Y SISTEMAS DIGITALES;O;3;26;0.8615384615384616
20118051;BASE DE DATOS;O;4;27;0.7408406162211733
20118052;DISEÑO Y ANALISIS DE ALGORITMOS;O;3;27;0.7408406162211733
20118053;ESTRUCTURA DE DATOS;O;3;27;0.7408406162211733
20118054;ANALISIS DE SISTEMAS DE INFORMACIÓN;O;3;27;0.7408406162211733
20118055;MODELOS Y SIMULACIÓN;O;3;27;0.7408406162211733
20118056;ARQUITECTURA DE COMPUTADORAS;O;3;27;0.7408406162211733
20118057;LENGUAJES Y COMPILADORES;O;3;27;0.7408406162211733
20118061;BIG DATA;O;3;28;0.7408406162211733
20118062;COMPUTACIÓN VISUAL;O;3;28;0.7408406162211733
20118063;FINANZAS PARA LA GESTIÓN;O;3;28;0.7408406162211733
20118064;DISEÑO DE SISTEMAS DE INFORMACIÓN;O;3;28;0.7408406162211733
20118065;INVESTIGACIÓN OPERATIVA;O;3;28;0.7408406162211733
20118066;REDES, TRANSMISIÓN Y AUTOMATIZACIÓN Y CONTROL;O;4;28;0.7408406162211733
20118067;SISTEMAS OPERATIVOS;O;3;28;0.7408406162211733
20118071;INTERACCIÓN HOMBRE COMPUTADOR;O;3;29;0.7408406162211733
20118072;INTELIGENCIA DE NEGOCIOS;O;3;29;0.7408406162211733
20118073;DESARROLLO DE SISTEMAS WEB;O;3;29;0.7408406162211733
20118074;FORMULACIÓN Y EVALUACIÓN DE PROYECTOS;O;3;29;0.7408406162211733
20118075;INTELIGENCIA ARTIFICIAL;O;3;29;0.7408406162211733
20118076;INTERNET DE LAS COSAS;O;3;29;0.7408406162211733
20118077;PROGRAMACIÓN PARALELA;O;3;29;0.7408406162211733
20118081;METODOLOGIA DE LA ELABORACIÓN DE TESIS;O;3;30;0.7408406162211733
20118082;SISTEMAS DISTRIBUIDOS;O;3;30;0.7408406162211733
20118083;DESARROLLO DE SISTEMAS MÓVILES;O;3;30;0.7408406162211733
20118084;INGENIERIA DE LA INFORMACIÓN;O;4;30;0.7408406162211733
20118085;GESTIÓN DE PROYECTOS DE TECNOLOGÍAS DE LA INFORMACIÓN;O;3;30;0.7408406162211733
20118086;SISTEMAS INTELIGENTES;O;3;30;0.7408406162211733
20118087;AUDITORIA Y SEGURIDAD DE TECNOLOGÍAS DE INFORMACIÓN;O;3;30;0.7408406162211733
20118091;DESARROLLO DE PROYECTOS DE TESIS;O;2;31;0.7408406162211733
20118092;MINERIA DE DATOS;O;3;31;0.7408406162211733
20118093;TALLER DE APLICACIONES DISTRIBUIDAS;O;3;31;0.7408406162211733
20118094;INNOVACIÓN, CAMBIO ORGANIZACIONAL Y EMPRENDIMIENTO;O;4;31;0.7408406162211733
20118095;ARQUITECTURA EMPRESARIAL;O;3;31;0.7408406162211733
20118096;ETICA Y DERECHO INFORMÁTICO;O;2;31;0.7408406162211733
20118097;TENDENCIAS EN SISTEMAS DE INFORMACIÓN;O;3;31;0.7408406162211733
20118101;DESARROLLO DE PROYECTOS DE TESIS II;O;2;32;0.7408406162211733
20118102;PRACTICA PRE PROFESIONAL;O;4;32;0.7408406162211733
20118103;GESTIÓN DE CONOCIMIENTO;O;3;32;0.7408406162211733
20118104;PLANEAMIENTO DE RECURSOS EMPRESARIALES;O;3;32;0.7408406162211733
20118105;GERENCIA INFORMÁTICA;O;2;32;0.7408406162211733
2020101;INTRODUCCION A LA TEORIA GENERAL DE SISTEMAS;O;3;44;0.7408406162211733
2020102;INTRODUCCION A LA COMPUTACION E INGENIERIA DE SOFTWARE;O;4;44;0.7408406162211733
2020103;CALCULO I;O;4;44;0.7408406162211733
2020104;MATEMATICA BASICA I;O;4;44;0.7408406162211733
2020105;COMUNICACIÓN Y DINAMICA DE GRUPO;O;2;44;0.7408406162211733
2020106;IDIOMA EXTRANJERO I;O;3;44;0.7408406162211733
2020201;PROGRAMACIÓN I;O;4;45;0.7408406162211733
2020202;MATEMÁTICAS DISCRETAS;O;3;45;0.7408406162211733
2020203;CALCULO II;O;4;45;0.7408406162211733
2020204;MATEMATICA BASICA II;O;4;45;1.0
2020205;FISICA I;O;4;45;0.7408406162211733
2020206;IDIOMA EXTRANJERO II;O;3;45;0.7408406162211733
2020301;PROGRAMACIÓN II;O;4;46;1.0
2020302;SERIES Y ECUACIONES DIFERENCIALES;O;4;46;0.2857142857142857
2020303;ESTADISTICA Y PROBABILIDADES;O;4;46;0.25
2020304;FISICA II;O;4;46;0.6
2020305;ORGANIZACIÓN Y ADMINISTRACION;O;3;46;0.7408406162211733
2020306;IDIOMA EXTRANJERO III;O;3;46;0.7408406162211733
2020401;ANÁLISIS Y DISEÑO DE ALGORITMOS;O;4;47;0.5454545454545454
2020402;ESTRUCTURA DE DATOS I;O;4;47;0.3125
2020403;MÉTODOS NUMÉRICOS;O;4;47;1.0
2020404;SISTEMAS DIGITALES;O;4;47;0.7142857142857143
2020405;ECONOMIA PARA GESTION;O;3;47;1.0
2020406;IDIOMA EXTRANJERO IV;O;3;47;0.6666666666666666
2020501;BASE DE DATOS I;O;4;48;0.6
2020502;ESTRUCTURA DE DATOS II;O;4;48;0.625
2020503;ARQUITECTURA DE COMPUTADORAS;O;4;48;0.5833333333333334
2020504;MODELAMIENTO Y REQUISITOS DE SOFTWARE;O;4;48;1.0
2020505;LENGUAJES Y COMPILADORES;O;3;48;0.5454545454545454
2020506;IDIOMA EXTRANJERO V;O;3;48;0.7272727272727273
2020601;BASE DE DATOS II;O;4;49;0.6875
2020602;DISEÑO DE SOFTWARE;O;4;49;0.6666666666666666
2020603;INVESTIGACIÓN DE OPERACIONES I;O;4;49;0.42857142857142855
2020604;SISTEMAS OPERATIVOS;O;4;49;0.6470588235294118
2020605;CONTABILIDAD DE GESTIÓN;O;3;49;0.5
2020606;IDIOMA EXTRANJERO VI;O;3;49;0.9090909090909091
2020701;ARQUITECTURA DE SOFTWARE;O;4;50;0.39285714285714285
2020702;TALLER DE CONSTRUCCION DE SOFTWARE;O;4;50;0.8947368421052632
2020703;INVESTIGACION DE OPERACIONES II;O;4;50;0.125
2020704;REDES Y TRANSMISION DE DATOS;O;4;50;0.5652173913043478
2020705;GERENCIA DE PROYECTO DE SOFTWARE;O;4;50;0.6818181818181818
2020801;INTELIGENCIA ARTIFICIAL;O;4;51;0.8571428571428571
2020802;PRUEBA DE SOFTWARE;O;4;51;0.8
2020803;CALIDAD DE SOFTWARE;O;4;51;0.8125
2020804;SEGURIDAD DE REDES;O;4;51;0.7083333333333334
2020805;GESTIÓN DE TECNOLOGIAS DE LA INFORMACIÓN;O;4;51;0.8
2020901;ETICA PROFESIONAL;O;3;52;1.0
2020902;GESTIÓN DE CONFIGURACIÓN Y MANTENIMIENTO;O;4;52;0.8947368421052632
2020903;SISTEMAS INTELIGENTES;O;4;52;0.3333333333333333
2020904;PROYECTO DE TESIS I;O;6;52;0.5555555555555556
2020905;FINANZAS PARA GESTIÓN;O;4;52;0.625
2021001;INTELIGENCIA DE NEGOCIOS;O;4;53;0.4
2021002;PROYECTO DE TESIS II;O;6;53;0.574468085106383
2021003;TENDENCIAS EN GESTION EMPRESARIAL;O;3;53;0.9642857142857143
2021004;TENDENCIAS EN INGENIERIA DE SOFTWARE;O;3;53;0.8260869565217391
2021005;CREATIVIDAD Y LIDERAZGO;O;2;53;0.85
2020798;E-BUSSINES;E;3;43;0.7142857142857143
2020799;DATAWAREHOUSE;E;3;43;0.7142857142857143
2020898;PLANEAMIENTO DE RECURSOS EMPRESARIALES;E;3;43;0.8888888888888888
2020899;DISEÑO DE APLICACIONES WEB;E;3;43;0.782608695652174
2021098;ROBOTICA;E;3;43;0.7408406162211733
2021099;REDES NEURONALES;E;3;43;0.8125
20W0101;INTRODUCCIÓN A LA COMPUTACIÓN;O;4;55;0.7408406162211733
20W0102;CÁLCULO I;O;4;55;0.7408406162211733
20W0103;ESTRATEGIAS DE APRENDIZAJE E INVESTIGACIÓN;O;2;55;0.7408406162211733
20W0104;MATEMÁTICA BÁSICA I;O;4;55;0.7408406162211733
20W0105;COMUNICACIÓN Y DINÁMICA DE GRUPO;O;2;55;0.7408406162211733
20W0106;ÉTICA DE LA PROFESIÓN;O;2;55;0.7408406162211733
20W0107;TEORÍA GENERAL DE SISTEMAS;O;3;55;0.7408406162211733
20W0201;ALGORÍTMICA I;O;4;56;0.7408406162211733
20W0202;ECONOMÍA;O;2;56;0.7408406162211733
20W0203;CÁLCULO II;O;4;56;0.7408406162211733
20W0204;MATEMÁTICA BÁSICA II;O;4;56;0.7408406162211733
20W0205;FÍSICA GENERAL I;O;4;56;0.7408406162211733
20W0206;CREATIVIDAD Y LIDERAZGO;O;2;56;0.7408406162211733
20W0207;REALIDAD NACIONAL;O;2;56;0.7408406162211733
20W0301;ALGORÍTMICA II;O;4;57;0.7408406162211733
20W0302;SERIES Y ECUACIONES DIFERENCIALES;O;4;57;0.7408406162211733
20W0303;ESTADÍSTICA Y PROBABILIDADES;O;4;57;0.7408406162211733
20W0304;FÍSICA GENERAL II;O;4;57;0.7408406162211733
20W0305;MATEMÁTICAS DISCRETAS;O;3;57;0.7408406162211733
20W0401;ANÁLISIS Y DISEÑO DE ALGORITMOS;O;4;58;0.7408406162211733
20W0402;ESTRUCTURA DE DATOS I;O;4;58;0.7408406162211733
20W0403;MÉTODOS NUMÉRICOS;O;4;58;0.7408406162211733
20W0404;SISTEMAS DIGITALES;O;4;58;0.7408406162211733
20W0405;CONTABILIDAD DE GESTIÓN;O;2;58;0.7408406162211733
20W0406;ECONOMÍA PARA GESTIÓN;O;3;58;0.7408406162211733
20W0501;BASE DE DATOS I;O;4;59;0.7408406162211733
20W0502;ESTRUCTURA DE DATOS II;O;4;59;0.7408406162211733
20W0503;ARQUITECTURA DE COMPUTADORAS;O;4;59;0.7408406162211733
20W0504;INGENIERÍA DE REQUISITOS;O;4;59;0.7408406162211733
20W0505;LENGUAJES Y COMPILADORES;O;3;59;0.7408406162211733
20W0506;ORGANIZACIÓN Y ADMINISTRACIÓN;O;3;59;0.7408406162211733
20W0601;BASE DE DATOS II;O;4;60;0.7408406162211733
20W0602;DISEÑO DE SOFTWARE;O;4;60;0.7408406162211733
20W0603;INVESTIGACIÓN OPERATIVA;O;4;60;0.7408406162211733
20W0604;SISTEMAS OPERATIVOS;O;4;60;0.7408406162211733
20W0605;ARQUITECTURA DE SOFTWARE;O;4;60;0.7408406162211733
20W0701;COMPUTACIÓN GRÁFICA Y VISUAL;O;3;61;0.7408406162211733
20W0702;TALLER DE CONSTRUCCIÓN DE SOFTWARE;O;4;61;0.7408406162211733
20W0703;CALIDAD DE SOFTWARE;O;4;61;0.7408406162211733
20W0704;PATRONES DE DISEÑO;O;4;61;0.7408406162211733
20W0705;FINANZAS PARA LA GESTIÓN;O;3;61;0.7408406162211733
20W07056;FORMACIÓN DE EMPRESAS INFORMÁTICAS;O;2;61;0.9915254237288136
20W0801;REDES Y TRANSMISIÓN DE DATOS;O;4;62;0.7408406162211733
20W0802;TESTING DE SOFTWARE;O;4;62;0.7408406162211733
20W0803;GESTIÓN DE CONFIGURACIÓN Y MANTENIMIENTO;O;4;62;0.7408406162211733
20W0804;INTERACCIÓN HOMBRE - COMPUTADOR;O;4;62;0.7408406162211733
20W0805;GERENCIA DE PROYECTO DE SOFTWARE;O;4;62;0.7408406162211733
20W0806;METODOLOGÍA DE LA INVESTIGACION;O;2;62;0.7408406162211733
20W0901;PRÁCTICA PRE PORFESIONAL I;O;5;63;0.7408406162211733
20W0902;ÉTICA PROFESIONAL Y LEGISLACIÓN INFORMÁTICA;O;2;63;0.7408406162211733
20W0903;INTELIGENCIA ARTIFICIAL;O;4;63;0.7408406162211733
20W0904;PROYECTO DE TESIS I;O;6;63;0.7408406162211733
20W0905;GERENCIA DE TECNOLOGÍA DE LA INFORMACIÓN;O;4;63;0.7408406162211733
20W1001;PRÁCTICA PRE PORFESIONAL II;O;5;64;0.7408406162211733
20W1002;PROYECTO DE TESIS II;O;6;64;0.7408406162211733
20W1003;TENDENCIAS EN GESTION EMPRESARIAL;O;3;64;0.7408406162211733
20W1004;TENDENCIAS EN INGENIERÍA DE SOFTWARE;O;3;64;0.7408406162211733
20W1005;SEGURIDAD INFORMÁTICA;O;4;64;0.7408406162211733
20W0E01;DATAWAREHOUSE;E;3;54;0.7408406162211733
20W0E02;E-BUSSINES;E;3;54;0.7408406162211733
20W0E03;DISEÑO DE APLICACIONES WEB;E;3;54;0.7408406162211733
20W0E04;PLANEAMIENTO DE RECURSO EMPRESARIALES;E;3;54;0.7408406162211733
20W0E05;ORATORIA I;E;3;54;0.7408406162211733
20W0E06;ORATORIA II;E;3;54;0.7408406162211733
20W0E07;MÉTODOS FORMALES;E;3;54;0.7408406162211733
20W0E08;REDES NEURONALES;E;3;54;0.7408406162211733
20W0E09;ROBÓTICA;E;3;54;0.7408406162211733
20W0E10;SISTEMAS INTELIGENTES;E;3;54;0.7408406162211733
20W0E11;INTELIGENCIAS DE NEGOCIOS;E;3;54;0.7408406162211733
20W0E12;MODELAMIENTO Y SIMULACIÓN;E;3;54;0.7408406162211733
20W0E13;TEATRO I;E;3;54;0.7408406162211733
20W0E14;TEATRO II;E;3;54;0.7408406162211733
20W0E15;MÚSICA;E;3;54;0.7408406162211733
202W0301;ALGORÍTMICA I;O;4;67;0.6394557823129252
202W0302;ESTADÍSTICA;O;3;67;0.8512396694214877
202W0303;FISICA ELÉCTRONICA;O;3;67;0.7925925925925926
